,clauses,fairness level
475,"['symbaloo', 'retain', 'right', 'temporarili', 'perman', 'stop', 'provid', 'product', 'and', 'or', 'featur', 'within', 'product', 'user', 'gener', 'without', 'prior', 'notic']",1
476,"['symbaloo', 'entiti', 'disclaim', 'warranti', 'condit', 'whether', 'express', 'impli', 'merchant', 'fit', 'particular', 'purpos', 'non', 'infring']",1
477,"['content', 'distribut', 'medium', 'know', 'futur']",1
478,"['respons', 'safeguard', 'password', 'and', 'or', 'secur', 'featur', 'use', 'access', 'symbaloo', 'product', 'ensur', 'exit', 'user', 'account', 'follow', 'use', 'symbaloo', 'product']",1
479,"['ip', 'address', 'collect', 'use', 'view', 'approxim', 'locat']",1
480,"['symbaloo', 'may', 'use', 'aggreg', 'person', 'inform', 'order', 'determin', 'demograph', 'end', 'user', 'distribut', 'statist', 'inform', 'symbaloo', 'and', 'or', 'product', 'servic']",1
481,"['certain', 'symbaloo', 'product', 'servic', 'featur', 'thereof', 'may', 'offer', 'connect', 'third', 'parti', 'partner']",1
482,"['submit', 'post', 'display', 'content', 'product', 'grant', 'symbaloo', 'worldwid', 'non', 'exclus', 'royalti', 'free', 'licens', 'right', 'sublicens']",1
483,"['symbaloo', 'also', 'retain', 'right', 'creat', 'and', 'or', 'modifi', 'limit', 'usag', 'storag', 'sole', 'discret', 'time', 'without', 'prior', 'notic']",1
484,"['continu', 'access', 'use', 'product', 'revis', 'becom', 'effect', 'agre', 'bound', 'revis', 'term']",1
485,"['certain', 'symbaloo', 'product', 'may', 'permit', 'and', 'or', 'requir', 'creation', 'use', 'user', 'account', 'associ', 'inform', 'may', 'never', 'use', 'anoth', 'user', 'account', 'without', 'permiss', 'consider', 'use', 'symbaloo', 'product', 'agre', 'inform', 'associ', 'user', 'account', 'keep', 'true', 'accur', 'current', 'complet']",1
486,"['servic', 'reserv', 'right', 'disclos', 'person', 'inform', 'without', 'notifi']",1
487,"['servic', 'receiv', 'precis', 'locat', 'gp', 'coordin']",1
488,"['may', 'analyz', 'data', 'trend', 'prefer', 'reveal', 'end', 'user', 'end', 'user', 'use', 'symbaloo', 'product', 'servic', 'traffic', 'usag', 'trend', 'demograph', 'analysi', 'may', 'perform', 'third', 'parti', 'analyt', 'tool']",1
489,"['symbaloo', 'maintain', 'reason', 'administr', 'technic', 'physic', 'procedur', 'protect', 'inform', 'may', 'store', 'server', 'locat', 'unit', 'state', 'jurisdict', 'symbaloo', 'subsidiari', 'affili', 'maintain', 'facil']",1
490,"['use', 'site', 'pre', 'select', 'compani', 'may', 'access', 'use', 'certain', 'inform', 'devic', 'interest', 'serv', 'ad', 'person', 'content']",1
491,"['may', 'use', 'cooki', 'deliv', 'advertis', 'make', 'relev', 'meaning', 'end', 'user', 'track', 'effici', 'advertis', 'campaign']",1
492,"['order', 'provid', 'product', 'servic', 'featur', 'thereof', 'may', 'necessari', 'either', 'symbaloo', 'share', 'person', 'inform', 'third', 'parti']",1
493,"['unless', 'requir', 'law', 'retain', 'inform', 'legitim', 'interest', 'retain', 'delet', 'within', '30', 'day', 'request']",0
494,"['may', 'notifi', 'termin', 'agreement', 'via', 'e', 'mail', 'write', 'notic', 'address', 'provid', 'u', 'registr', 'process']",0
495,"['give', 'copi', 'subject', 'right', 'other', 'inform', 'incorrect', 'incomplet', 'right', 'ask', 'u', 'updat', 'it', 'you', 'right', 'object', 'process', 'person', 'identifi', 'inform', 'you', 'may', 'also', 'ask', 'u', 'delet', 'restrict', 'person', 'identifi', 'inform', 'includ', 'copi', 'inform', 'relat', 'right', 'data', 'portabl']",0
496,"['opt', 'get', 'email', 'text', 'chang', 'prefer', 'time']",0
497,"['regist', 'u', 'certain', 'servic', 'agreement', 'includ', 'incorpor', 'addit', 'term', 'specif', 'servic']",1
498,"['respons', 'maintain', 'confidenti', 'id', 'password', 'fulli', 'respons', 'activ', 'occur', 'id', 'password']",1
499,"['servic', 'provid', 'a', 'use', 'sole', 'risk']",1
500,"['must', 'provid', 'identifi', 'inform']",1
501,"['may', 'collect', 'analyt', 'data', 'use', 'third', 'parti', 'analyt', 'tool', 'googl', 'analyt', 'help', 'u', 'measur', 'traffic', 'usag', 'trend', 'site', 'understand', 'demograph', 'user']",1
502,"['may', 'termin', 'agreement', 'whole', 'respect', 'servic', 'without', 'caus', 'time', 'immedi', 'upon', 'disabl', 'password', 'id']",1
503,"['colleg', 'board', 'websit', 'websit', 'server', 'locat', 'oper', 'unit', 'state', 'requir', 'inform', 'transfer', 'locat', 'unit', 'state', 'may', 'provid', 'level', 'protect', 'person', 'identifi', 'inform', 'home', 'countri']",1
504,"['inform', 'may', 'avail', 'unit', 'state', 'govern', 'agenc', 'law', 'order', 'unit', 'state', 'give', 'inform', 'colleg', 'board', 'websit', 'reason', 'includ', 'servic', 'offer', 'acknowledg', 'cross', 'border', 'transfer', 'inform', 'unit', 'state']",1
505,"['reserv', 'right', 'chang', 'amend', 'agreement', 'without', 'notic']",1
506,"['servic', 'track', 'web', 'page', 'refer']",1
507,"['cooki', 'may', 'set', 'site', 'advertis', 'partner']",1
508,"['may', 'use', 'compani', 'build', 'profil', 'interest', 'show', 'relev', 'advertis', 'colleg', 'board', 'site']",1
509,"['cooki', 'set', 'rang', 'social', 'medium', 'servic', 'add', 'site', 'enabl', 'share', 'content', 'friend', 'network', 'capabl', 'track', 'browser', 'across', 'site', 'build', 'profil', 'interest']",1
510,"['reset', 'identifi', 'opt', 'person', 'ad', 'adjust', 'devic', 'set']",0
511,"['mean', 'activ', 'way', 'log', 'retain', 'transfer', 'third', 'parti', 'connect', 'servic']",0
512,"['sell', 'trade', 'data', 'anyon']",0
513,"['wish', 'opt', 'out', 'receiv', 'email', 'address', 'remov', 'within', '1', '10', 'day', 'receipt', 'request', 'opt', 'out', 'unsubscrib', 'support', 'surfshark', 'com', 'click', 'unsubscrib', 'bottom', 'correspond']",0
514,"['want', 'inform', 'edit', 'account', 'perman', 'delet', 'email', 'u', 'support', 'surfshark', 'com']",0
515,"['servic', 'provid', 'detail', 'kind', 'person', 'inform', 'collect']",0
516,"['implement', 'variou', 'secur', 'measur', 'includ', 'ssl', 'tl', 'encrypt', 'data', 'transfer', 'hash', 'password', 'firewal', 'regular', 'audit']",0
517,"['sinc', 'privaci', 'polici', 'hundr', 'word', 'shi', '3k', 'thought', 'might', 'appreci', 'short', 'easi', 'breakdown', 'highlight', 'bit', 'precis', 'note', 'frame', 'explan', 'legal', 'bind', 'meant', 'help', 'understand', 'legal', 'languag']",0
518,"['necessari', 'user', 'log', 'keep', 'servic', 'ensur', 'qualiti']",0
519,"['also', 'support', 'anonym', 'payment', 'method', 'purchas', 'servic', 'cryptocurr']",0
520,"['collect', 'ip', 'address', 'brows', 'histori', 'session', 'inform', 'use', 'bandwidth', 'connect', 'time', 'stamp', 'network', 'traffic', 'similar', 'data']",0
521,"['surfshark', 'guarante', 'servic', 'content', 'error', 'free']",1
522,"['pleas', 'awar', 'howev', 'choos', 'reject', 'cooki', 'choic', 'may', 'limit', 'function', 'websit', 'may', 'lose', 'access', 'featur']",1
523,"['maintain', 'perfect', 'qualiti', 'servic', 'provid', 'effici', 'support', 'collect', 'diagnost', 'inform', 'monitor', 'crash', 'report', 'app', 'inform', 'collect', 'contain', 'aggreg', 'perform', 'data', 'frequenc', 'use', 'servic', 'unsuccess', 'connect', 'attempt', 'similar', 'inform', 'probabl', 'alreadi', 'understood', 'data', 'collect', 'diagnost', 'purpos', 'contain', 'uniqu', 'identifi', 'inform']",1
524,"['make', 'payment', 'use', 'third', 'parti', 'payment', 'servic', 'provid', 'payment', 'data', 'provid', 'rest']",1
525,"['refund', 'basi', '30', 'day', 'money', 'back', 'guarante', 'except', 'sign', 'via', 'itun', 'app', 'store', 'amazon', 'prepay', 'card', 'gift', 'card']",1
526,"['servic', 'assum', 'liabil', 'loss', 'damag', 'result', 'matter', 'relat', 'servic']",1
527,"['inform', 'specifi', 'claus', '1', 'may', 'store', 'process', 'countri', 'facil', 'engag', 'servic', 'provid']",1
528,"['web', 'beacon', 'invis', 'pixel', 'size', 'graphic', 'imag', 'web', 'page', 'web', 'base', 'document', 'e', 'mail', 'messag', 'help', 'u', 'thing', 'like', 'view', 'url', 'page', 'beacon', 'appear', 'time', 'websit', 'document', 'email', 'question', 'view']",1
529,"['may', 'choos', 'updat', 'polici', 'discret', 'check', 'page', 'period', 'term', 'may', 'chang', 'time', 'time']",1
530,"['use', 'app', 'may', 'collect', 'advertis', 'identifi', 'uniqu', 'user', 'resett', 'id', 'advertis', 'provid', 'third', 'parti', 'e', 'g', 'googl', 'play', 'advertis', 'id', 'use', 'market', 'purpos', 'user', 'analyt', 'connect', 'user', 'person', 'inform']",1
531,"['instead', 'ask', 'directli', 'servic', 'assum', 'consent', 'mere', 'usag']",1
532,"['use', 'tool', 'like', 'googl', 'analyt', 'keep', 'websit', 'work', 'market', 'opt', 'googl', 'term']",1
533,"['need', 'email', 'address', 'creat', 'manag', 'account', 'provid', 'custom', 'servic', 'whether', 'respond', 'request', 'follow', 'order', 'market', 'product', 'servic', 'may', 'interest']",1
534,"['use', 'third', 'parti', 'servic', 'provid', 'help', 'handl', 'part', 'busi']",1
535,"['request', 'delet', 'inform', 'specifi', 'claus', '1', 'unless', 'legal', 'requir', 'maintain', 'certain', 'person', 'data', 'includ', 'situat', 'follow', 'unresolv', 'issu', 'relat', 'account', 'outstand', 'credit', 'account', 'unresolv', 'claim', 'disput', 'retain', 'necessari', 'inform', 'issu', 'resolv', 'requir', 'retain', 'inform', 'legal', 'tax', 'audit', 'account', 'oblig', 'retain', 'necessari', 'inform', 'period', 'requir', 'applic', 'law', 'and', 'or', 'necessari', 'legitim', 'busi', 'interest', 'fraud', 'prevent', 'maintain', 'secur', 'user']",1
536,"['user', 'regist', 'servic', 'may', 'delet', 'user', 'account', 'cancel', 'servic', 'time']",0
537,"['limit', 'inform', 'use', 'third', 'parti', 'servic']",0
538,"['inform', 'provid', 'secur', 'practic']",0
539,"['subcontractor', 'access', 'person', 'data', 'minimum', 'extent', 'requir', 'perform', 'subcontract', 'servic', 'behalf', 'use', 'person', 'data', 'beyond', 'scope', 'subcontract', 'servic']",0
540,"['extent', 'permit', 'applic', 'law', 'regard', 'person', 'data', 'process', 'right', 'access', 'right', 'rectif', 'right', 'erasur']",0
541,"['line', 'reserv', 'right', 'modifi', 'line', 's', 'discret', 'part', 'servic', 'line', 'determin', 'necessari', 'anytim', 'without', 'prior', 'notic', 'user']",1
542,"['line', 'reserv', 'right', 'delet', 'account', 'inact', 'period', 'one', '1', 'year', 'sinc', 'last', 'activ', 'without', 'prior', 'notic', 'applic']",1
543,"['user', 'must', 'regist', 'true', 'accur', 'complet', 'inform', 'must', 'revis', 'keep', 'inform', 'up', 'to', 'date', 'time']",1
544,"['order', 'improv', 'servic', 'use', 'googl', 'analyt', 'measur', 'servic', 'websit', 'googl', 'may', 'set', 'cooki', 'read', 'exist', 'cooki', 'collect', 'data', 'time', 'inform', 'url', 'page', 'access', 'ip', 'address', 'automat', 'send', 'googl']",1
545,"['choos', 'particip', 'survey', 'promot', 'event', 'may', 'ask', 'provid', 'inform', 'name', 'address', 'phone', 'number', 'email', 'address', 'gender', 'date', 'birth', 'order', 'verifi', 'ident', 'enabl', 'particip', 'draw', 'deliv', 'prize', 'may', 'win']",1
546,"['use', 'person', 'data', 'follow', 'purpos', 'provis', 'mainten', 'servic', 'develop', 'improv', 'servic', 'content', 'prevent', 'unauthor', 'use', 'unauthor', 'access', 'and', 'or', 'provis', 'content', 'optim', 'you', 'we', 'use', 'person', 'data', 'provid', 'servic', 'user', 'util', 'research', 'develop', 'provid', 'safer', 'better', 'servic', 'provid', 'servic', 'strongli', 'link', 'user', 'includ', 'ad']",1
547,"['busi', 'partner', 'equip', 'addit', 'servic', 'line', 'app', 'login', 'function', 'intern', 'identifi', 'profil', 'inform', 'email', 'address', 'phone', 'number', 'may', 'share', 'busi', 'partner', 'use', 'addit', 'servic', 'forego', 'case', 'ask', 'permiss', 'regard', 'provis', 'person', 'data']",1
548,"['may', 'collect', 'person', 'data', 'busi', 'partner']",1
549,"['collect', 'inform', 'relat', 'devic', 'browser', 'app', 'use', 'ad', 'identifi', 'identifi', 'devic', 'browser', 'cooki', 'id', 'devic', 'type', 'o', 'languag', 'time', 'zone', 'set', 'browser', 'type', 'app', 'version', 'etc', 'network', 'inform', 'telecommun', 'carrier', 'name', 'ip', 'address', 'etc', 'we', 'may', 'also', 'associ', 'collect', 'ad', 'identifi', 'intern', 'identifi']",1
550,"['may', 'continu', 'retain', 'person', 'data', 'format', 'individu', 'identifi', 'laps', 'storag', 'period', 'prescrib', 'pursuant', 'applic', 'law', 'intern', 'rule']",1
551,"['transact', 'compani', 'pertain', 'busi', 'polici', 'applic', 'acquisit', 'merger', 'chang', 'busi', 'entiti', 'person', 'data', 'may', 'also', 'transfer', 'successor', 'busi', 'extent', 'permit', 'applic', 'law']",1
552,"['recipi', 'person', 'data', 'provid', 'includ', 'third', 'parti', 'subcontractor', 'subsidiari', 'affili', 'locat', 'countri', 'region', 'resid']",1
553,"['inform', 'access', 'histori', 'includ', 'date', 'time', 'access', 'url', 'etc', 'websit', 'access', 'browser']",1
554,"['automat', 'collect', 'inform', 'relat', 'use', 'servic', 'collect', 'inform', 'includ', 'statu', 'use', 'variou', 'featur', 'date', 'time', 'activ', 'individu', 'app', 'length', 'time', 'use', 'individu', 'servic', 'result', 'search', 'conduct', 'app', 'addit', 'servic', 'purchas', 'content', 'ad', 'view', 'tap']",1
555,"['principl', 'use', 'privat', 'post', 'messag', 'exchang', 'user', 'purpos', 'distribut', 'post', 'howev', 'certain', 'countri', 'region', '1', 'specif', 'servic', 'may', 'use', 'part', 'inform', 'upon', 'obtain', 'addit', 'consent', 'provis', 'mainten', 'servic', 'develop', 'improv', 'servic', 'prevent', 'unauthor', 'use', 'provis', 'optim', 'content', 'includ', 'ad']",1
556,"['distribut', 'ad', 'third', 'parti', 'ad', 'person', 'data', 'birthday', 'phone', 'number', 'email', 'address', 'regist', 'user', 'includ', 'case', 'distribut', 'ad', 'servic', 'servic', 'oper', 'third', 'parti', 'key']",1
557,"['protect', 'user', 'data', 'disclosur', 'except', 'request', 'law', 'court', 'order']",0
558,"['cooki', 'use', 'servic', 'contain', 'inform', 'would', 'person', 'identifi']",0
559,"['share', 'sell', 'person', 'data', 'third', 'parti']",0
560,"['vivaldi', 'commun', 'servic', 'directli', 'access', 'edit', 'delet', 'export', 'person', 'data']",0
561,"['servic', 'provid', 'complet', 'list', 'cooki', 'set', 'websit']",0
562,"['respect', 'privaci', 'anonym', 'ip', 'address', 'know', 'come', 'type', 'hardwar', 'use', 'allow', 'u', 'make', 'sure', 'websit', 'render', 'well', 'use', 'machin']",0
563,"['commit', 'safeguard', 'protect', 'person', 'data', 'implement', 'maintain', 'appropri', 'technic', 'organis', 'measur', 'ensur', 'level', 'secur', 'appropri', 'protect', 'person', 'data', 'accident', 'unauthoris', 'destruct', 'loss', 'alter', 'disclosur', 'access', 'procedur', 'review', 'regularli', 'ensur', 'polici', 'follow', 'non', 'conform', 'regard', 'polici', 'correct', 'without', 'unnecessari', 'delay']",0
564,"['close', 'vivaldi', 'account', 'data', 'immedi', 'delet', 'product', 'server', 'except', 'email', 'might', 'retain', 'seven', 'day']",0
565,"['right', 'certain', 'circumst', 'follow', 'right', 'gdpr', 'relat', 'process', 'person', 'data', 'the', 'right', 'obtain', 'confirm', 'data', 'process', 'access', 'person', 'data', 'supplementari', 'inform', 'right', 'person', 'data', 'rectifiedth', 'right', 'person', 'data', 'eras', 'prevent', 'process', 'right', 'restrict', 'process', 'right', 'data', 'portabl']",0
566,"['retent', 'delet', 'vivaldi', 'delet', 'person', 'inform', 'purpos', 'person', 'inform', 'process', 'fulfil', 'delet', 'allow', 'pursuant', 'applic', 'law', 'regul']",0
567,"['unsubscrib', 'commun', 'time', 'click', 'unsubscrib', 'link', 'bottom', 'email']",0
568,"['account', 'disabl', 'believ', 'mistak', 'pleas', 'contact', 'u', 'use', 'form']",0
569,"['agre', 'violat', 'account', 'suspend', 'termin', 'may', 'expos', 'civil', 'crimin', 'sanction']",0
570,"['entitl', 'lodg', 'complaint', 'compet', 'data', 'protect', 'regul', 'consid', 'breach', 'data', 'protect', 'right']",0
571,"['user', 'log', 'delet', 'finit', 'period', 'time']",0
572,"['also', 'list', 'third', 'parti', 'use', 'browser']",0
573,"['content', 'materi', 'publish', 'forum', 'blog', 'vivaldi', 'claim', 'ownership', 'upload', 'use', 'copi', 'display', 'distribut', 'adapt', 'content', 'purpos', 'run', 'forum', 'blog', 'servic']",0
574,"['track', 'profil']",0
575,"['cooki', 'set', 'u', 'call', 'first', 'parti', 'cooki']",1
576,"['visitor', 'statist', 'includ', 'inform', 'visitor', 'truncat', 'ip', 'address', 'usag', 'pattern', 'point', 'time', 'visitor', 'visit', 'websit', 'vivaldi', 'net', 'vivaldi', 'com', 'inform', 'browser', 'oper', 'system', 'visitor', 'use', 'thi', 'inform', 'collect', 'sole', 'statist', 'purpos', 'use', 'identifi', 'individu']",1
577,"['set', 'browser', 'block', 'alert', 'cooki', 'case', 'part', 'site', 'may', 'work']",1
578,"['guarante', 'access', 'websit', 'alway', 'avail', 'uninterrupt']",1
579,"['guarante', 'accuraci', 'timeli', 'inform', 'avail']",1
580,"['creat', 'use', 'multipl', 'account', 'abus', 'vivaldi', 'polici', 'bypass', 'vivaldi', 'account', 'limit', 'circumv', 'filter', 'otherwis', 'subvert', 'restrict', 'place', 'account', 'exampl', 'block', 'anoth', 'user', 'vivaldi', 'account', 'disabl', 'due', 'abus', 'creat', 'replac', 'account', 'engag', 'similar', 'activ']",1
581,"['inform', 'websit', 'prescreen', 'censor', 'vivaldi', 'may', 'remov', 'inform', 'post', 'websit', 'without', 'notic', 'reason', 'believ', 'violat', 'term', 'use']",1
582,"['may', 'suspend', 'termin', 'access', 'servic', 'time', 'reason']",1
583,"['may', 'collect', 'inform', 'allow', 'u', 'associ', 'social', 'medium', 'account', 'websit']",1
584,"['servic', 'may', 'still', 'use', 'content', 'display', 'stop', 'use', 'close', 'account', 'case', 'appli', 'term', 'requir', 'user', 'grant', 'perpetu', 'licens', 'content']",1
585,"['send', 'transmit', 'u', 'content', 'post', 'content', 'area', 'site', 'grant', 'u', 'designe', 'worldwid', 'non', 'exclus', 'sub', 'licens', 'multipl', 'tier']",1
586,"['slashdot', 'medium', 'sole', 'absolut', 'discret', 'may', 'preserv', 'content', 'may', 'also', 'disclos', 'content', 'requir', 'law', 'judici', 'government', 'mandat', 'reason', 'determin', 'use', 'slashdot', 'medium', 'protect', 'right', 'properti', 'person', 'safeti', 'sit', 'user', 'public']",1
587,"['build', 'brows', 'usag', 'profil', 'user', 'may', 'tailor', 'offer', 'share', 'profil', 'advertis', 'data', 'custom', 'may', 'tailor', 'offer', 'user', 'interest', 'obtain', 'consent', 'requir', 'creat', 'use', 'profil']",1
588,"['involv', 'merger', 'acquisit', 'sale', 'portion', 'asset', 'notifi', 'via', 'email', 'and', 'or', 'promin', 'notic', 'applic', 'site', 'chang', 'ownership', 'use', 'person', 'inform', 'well', 'choic', 'may', 'regard', 'person', 'inform', 'slashdot', 'reserv', 'right', 'assign', 'sell', 'licens', 'otherwis', 'transfer', 'third', 'parti', 'person', 'inform', 'connect', 'assign', 'sale', 'joint', 'ventur', 'transfer', 'disposit', 'portion', 'slashdot', 'affili', 'entiti', 'asset', 'stock']",1
589,"['user', 'resid', 'countri', 'unit', 'state', 'offic', 'foreign', 'asset', 'control', 'sanction', 'list', 'includ', 'cuba', 'iran', 'north', 'korea', 'sudan', 'syria', 'may', 'post', 'content', 'access', 'content', 'avail', 'sourceforg', 'net']",1
590,"['slashdot', 'medium', 'reserv', 'right', 'sole', 'absolut', 'discret', 'refus', 'delet', 'content', 'time']",1
591,"['use', 'cooki', 'facebook', 'account', 'use', 'facebook', 'product', 'includ', 'websit', 'app', 'visit', 'websit', 'app', 'use', 'facebook', 'product', 'includ', 'like', 'button', 'facebook', 'technolog']",1
592,"['give', 'u', 'permiss', 'use', 'name', 'profil', 'pictur', 'inform', 'action', 'take', 'facebook', 'next', 'connect', 'ad', 'offer', 'sponsor', 'content', 'display', 'across', 'product', 'without', 'compens']",1
593,"['collect', 'data', 'send', 'usernam', 'email', 'credit', 'card', 'number', 'kind', 'info', 'put', 'well', 'plu', 'info', 'devic', 'attribut', 'oper', 'system', 'hardwar', 'version', 'devic', 'set', 'file', 'softwar', 'name', 'type', 'batteri', 'signal', 'strength', 'devic', 'identifi', 'devic', 'locat', 'includ', 'specif', 'geograph', 'locat', 'gp', 'bluetooth', 'wifi', 'signal', 'connect', 'inform', 'name', 'mobil', 'oper', 'isp', 'browser', 'type', 'languag', 'time', 'zone', 'mobil', 'phone', 'number', 'ip', 'address']",1
594,"['go', 'websit', 'like', 'button', 'need', 'know', 'order', 'show', 'facebook', 'friend', 'like', 'site', 'data', 'receiv', 'includ', 'user', 'id', 'websit', 're', 'visit', 'date', 'time', 'browser', 'relat', 'info']",1
595,"['system', 'automat', 'process', 'content', 'commun', 'other', 'provid', 'analyz', 'context', 's', 'purpos', 'describ']",1
596,"['facebook', 'use', 'cooki', 'receiv', 'inform', 'visit', 'sit', 'app', 'includ', 'devic', 'inform', 'inform', 'activ', 'without', 'action', 'occur', 'whether', 'facebook', 'account', 'log']",1
597,"['inform', 'collect', 'third', 'parti', 'servic', 'subject', 'term', 'polici', 'one']",1
598,"['know', 'may', 'need', 'chang', 'usernam', 'account', 'certain', 'circumst', 'exampl', 'someon', 'els', 'claim', 'usernam', 'appear', 'unrel', 'name', 'use', 'everyday', 'life']",1
599,"['includ', 'inform', 'content', 'provid', 'like', 'metadata', 'locat', 'photo', 'date', 'file', 'creat']",1
600,"['inform', 'partner', 'advertis', 'app', 'develop', 'publish', 'send', 'u', 'inform', 'facebook', 'busi', 'tool', 'use', 'includ', 'social', 'plug', 'in', 'like', 'button', 'facebook', 'login', 'api', 'sdk', 'facebook', 'pixel']",1
601,"['partner', 'provid', 'inform', 'activ', 'facebookâ', 'includ', 'inform', 'devic', 'websit', 'visit', 'purchas', 'make', 'ad', 'see', 'use', 'servicesâ', 'whether', 'facebook', 'account', 'log', 'facebook']",1
602,"['transfer', 'right', 'oblig', 'term', 'anyon', 'els', 'without', 'consent']",1
603,"['use', 'cooki', 'well', 'understand', 'peopl', 'use', 'facebook', 'product', 'improv']",1
604,"['certain', 'part', 'facebook', 'product', 'may', 'work', 'properli', 'disabl', 'browser', 'cooki', 'use', 'pleas', 'awar', 'control', 'distinct', 'control', 'facebook', 'offer']",1
605,"['creat', 'one', 'account', 'use', 'timelin', 'person', 'purpos']",1
606,"['delet', 'disabl', 'account', 'term', 'shall', 'termin', 'agreement', 'u', 'follow', 'provis', 'remain', 'place']",1
607,"['determin', 'clearli', 'serious', 'repeatedli', 'breach', 'term', 'polici', 'includ', 'particular', 'commun', 'standard', 'may', 'suspend', 'perman', 'disabl', 'access', 'account', 'may', 'also', 'suspend', 'disabl', 'account', 'repeatedli', 'infring', 'peopleâ', 's', 'intellectu', 'properti', 'right', 'requir', 'legal', 'reason']",1
608,"['content', 'delet', 'may', 'continu', 'appear', 'share', 'other', 'delet']",1
609,"['opt', 'see', 'onlin', 'interest', 'base', 'ad', 'facebook', 'particip', 'compani']",0
610,"['intellectu', 'properti', 'right', 'thing', 'like', 'copyright', 'trademark', 'content', 'creat', 'share', 'facebook', 'facebook', 'compani', 'product', 'use']",0
611,"['free', 'share', 'content', 'anyon', 'els', 'wherev', 'want']",0
612,"['delet', 'account', 'time', 'pleas', 'visit', 'facebook', 'set', 'instagram', 'set']",0
613,"['busi', 'partner', 'may', 'also', 'choos', 'share', 'inform', 'facebook', 'cooki', 'set', 'websit', 'domain', 'whether', 'facebook', 'account', 'log']",1
614,"['review', 'off', 'facebook', 'activ', 'summari', 'activ', 'busi', 'organ', 'share', 'u', 'interact', 'visit', 'app', 'websit', 'use', 'busi', 'tool', 'like', 'facebook', 'pixel', 'share', 'inform', 'u']",1
615,"['peopl', 'stand', 'behind', 'opinion', 'action', 'commun', 'safer', 'account', 'reason', 'must', 'use', 'name', 'use', 'everyday', 'life', 'provid', 'accur', 'inform']",1
616,"['portion', 'term', 'find', 'unenforc', 'remain', 'portion', 'remain', 'full', 'forc', 'effect']",1
617,"['portion', 'term', 'find', 'unenforc', 'remain', 'portion', 'remain', 'full', 'forc', 'effect']",1
618,"['n', 't', 'sell', 'person', 'data']",0
619,"['allow', 'advertis', 'tell', 'u', 'thing', 'like', 'busi', 'goal', 'kind', 'audienc', 'want', 'see', 'ad', 'exampl', 'peopl', 'age', '18', '35', 'like', 'cycl']",1
620,"['want', 'peopl', 'use', 'facebook', 'express', 'share', 'content', 'import', 'expens', 'safeti', 'well', 'be', 'other', 'integr', 'commun']",1
621,"['may', 'access', 'collect', 'data', 'product', 'use', 'autom', 'mean', 'without', 'prior', 'permiss']",1
622,"['product', 'research', 'develop', 'use', 'inform', 'develop', 'test', 'improv', 'product', 'includ', 'conduct', 'survey', 'research', 'test', 'troubleshoot', 'new', 'product', 'featur']",1
623,"['inform', 'allow', 'u', 'receiv', 'devic', 'set', 'turn', 'access', 'gp', 'locat', 'camera', 'photo']",1
624,"['turn', 'use', 'face', 'recognit', 'technolog', 'recogn', 'photo', 'video', 'camera', 'experi']",1
625,"['also', 'receiv', 'inform', 'onlin', 'offlin', 'action', 'purchas', 'third', 'parti', 'data', 'provid', 'right', 'provid', 'u', 'inform']",1
626,"['share', 'commun', 'use', 'product', 'choos', 'audienc', 'share']",0
627,"['requir', 'partner', 'law', 'right', 'collect', 'use', 'share', 'data', 'provid', 'data', 'u']",0
628,"['collect', 'inform', 'peopl', 'page', 'account', 'hashtag', 'group', 'connect', 'interact', 'across', 'product', 'peopl', 'commun', 'group', 'part']",1
629,"['use', 'inform', 'you', 'includ', 'inform', 'interest', 'action', 'connect', 'to', 'select', 'person', 'ad', 'offer', 'sponsor', 'content', 'show']",1
630,"['use', 'inform', 'use', 'inform', 'subject', 'choic', 'make', 'describ', 'provid', 'support', 'facebook', 'product', 'relat', 'servic', 'describ', 'facebook', 'term', 'instagram', 'term']",0
631,"['store', 'data', 'longer', 'necessari', 'provid', 'servic', 'facebook', 'product', 'account', 'delet', 'whichev', 'come', 'first']",1
632,"['delet', 'copi', '30', 'day', 'review', 'unless', 'otherwis', 'state']",1
633,"['also', 'process', 'inform', 'across', 'facebook', 'compani', 'purpos', 'permit', 'applic', 'law', 'accord', 'term', 'polici']",1
634,"['ownership', 'control', 'part', 'product', 'asset', 'chang', 'may', 'transfer', 'inform', 'new', 'owner']",1
635,"['locat', 'relat', 'inform', 'base', 'thing', 'like', 'precis', 'devic', 'locat', 've', 'allow', 'u', 'collect', 'ip', 'address', 'inform', 'other', 'use', 'facebook', 'product']",1
636,"['agre', 'defend', 'indemnifi', 'hold', 'harmless', 'cnn', 'affili', 'respect', 'director', 'offic', 'employe', 'agent', 'claim', 'expens', 'includ', 'attorney', 'fee', 'aris', 'use', 'site', 'account']",1
637,"['cnn', 'reserv', 'right', 'sole', 'discret', 'remov', 'edit', 'user', 'content']",1
638,"['agre', 'upload', 'post', 'otherwis', 'transmit', 'user', 'content', 'violat', 'infring', 'way', 'upon', 'right', 'other', 'includ', 'statement', 'may', 'defam', 'harass', 'stalk', 'threaten', 'other']",1
639,"['forev', 'waiv', 'agre', 'claim', 'assert', 'entitl', 'moral', 'right', 'author', 'user', 'content']",1
640,"['agre', 'enter', 'agreement', 'waiv', 'right', 'trial', 'juri', 'particip', 'class', 'action']",1
641,"['conduct', 'cnn', 's', 'sole', 'discret', 'restrict', 'inhibit', 'anyon', 'els', 'use', 'enjoy', 'site', 'permit']",1
